             NaN             NaN
  1.6470000e+002  5.7702487e+001
  1.6470000e+002  5.7702487e+001
  1.6470000e+002  5.7702487e+001
  1.6243914e+002  5.7702487e+001
  1.6234078e+002  5.7675000e+001
  1.6236331e+002  5.7668750e+001
  1.6246583e+002  5.7702487e+001
  1.6331922e+002  5.7702487e+001
  1.6322419e+002  5.7662472e+001
  1.6321578e+002  5.7585833e+001
  1.6314244e+002  5.7570000e+001
  1.6309411e+002  5.7483306e+001
  1.6290661e+002  5.7437083e+001
  1.6278664e+002  5.7356250e+001
  1.6267586e+002  5.7336611e+001
  1.6275167e+002  5.7339583e+001
  1.6274161e+002  5.7331194e+001
  1.6276333e+002  5.7343722e+001
  1.6276664e+002  5.7326222e+001
  1.6278583e+002  5.7354167e+001
  1.6276753e+002  5.7198306e+001
  1.6284922e+002  5.7037444e+001
  1.6278244e+002  5.6852472e+001
  1.6277750e+002  5.6765833e+001
  1.6283997e+002  5.6718694e+001
  1.6292500e+002  5.6693722e+001
  1.6306156e+002  5.6742056e+001
  1.6312328e+002  5.6727028e+001
  1.6322750e+002  5.6744139e+001
  1.6322581e+002  5.6711639e+001
  1.6328083e+002  5.6689139e+001
  1.6322919e+002  5.6615778e+001
  1.6327086e+002  5.6570833e+001
  1.6324247e+002  5.6541667e+001
  1.6327411e+002  5.6460806e+001
  1.6324419e+002  5.6445833e+001
  1.6334908e+002  5.6326667e+001
  1.6333078e+002  5.6261639e+001
  1.6336081e+002  5.6187472e+001
  1.6326328e+002  5.6144583e+001
  1.6315575e+002  5.6124944e+001
  1.6304333e+002  5.6007083e+001
  1.6290658e+002  5.6021250e+001
  1.6280911e+002  5.6061667e+001
  1.6273572e+002  5.6150806e+001
  1.6269083e+002  5.6166639e+001
  1.6262494e+002  5.6224556e+001
  1.6249081e+002  5.6212500e+001
  1.6258667e+002  5.6235417e+001
  1.6257283e+002  5.6251861e+001
  1.6251833e+002  5.6228750e+001
  1.6246306e+002  5.6247194e+001
  1.6248414e+002  5.6216639e+001
  1.6244244e+002  5.6210028e+001
  1.6248828e+002  5.6215417e+001
  1.6247828e+002  5.6207056e+001
  1.6222997e+002  5.6157056e+001
  1.6208747e+002  5.6094167e+001
  1.6204747e+002  5.6050806e+001
  1.6207419e+002  5.6022444e+001
  1.6193750e+002  5.5839139e+001
  1.6193411e+002  5.5787444e+001
  1.6179247e+002  5.5625833e+001
  1.6175414e+002  5.5522472e+001
  1.6174747e+002  5.5370000e+001
  1.6179078e+002  5.5215000e+001
  1.6183911e+002  5.5132472e+001
  1.6182244e+002  5.5124972e+001
  1.6184414e+002  5.5123333e+001
  1.6188747e+002  5.5062500e+001
  1.6199592e+002  5.5002500e+001
  1.6208750e+002  5.4883333e+001
  1.6215742e+002  5.4849139e+001
  1.6215914e+002  5.4829139e+001
  1.6212661e+002  5.4830417e+001
